"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL2107625";"BENAFENTRINE";"AH-21-132|AH21-132|BENAFENTRINE|BENZAFENTRINE";"Small molecule";"-1.0";"393.49";"1";"2";"3.30";"63.16";"5";"1";"0";"4";"N";"0.87";"None";"8.05";"2.26";"1.52";"2";"MOL";"0";"29";"6";"1";"0";"393.2052";"-0.28";"NEUTRAL";"C23H27N3O3";"COc1cc2c(cc1OC)[C@@H]1CN(C)CC[C@@H]1N=C2c1ccc(NC(C)=O)cc1";"DCDXHGMCXGHXBM-PMACEKPBSA-N"
"CHEMBL13134";"PALINAVIR";"BILA 2011 BS|BILA-2011-BS|PALINAVIR";"Small molecule";"-1.0";"708.90";"7";"20";"4.44";"145.78";"8";"4";"1";"14";"N";"0.15";"13.60";"7.60";"4.03";"3.62";"4";"MOL";"0";"52";"11";"4";"2";"708.3999";"-0.35";"NEUTRAL";"C41H52N6O5";"CC(C)[C@H](NC(=O)c1ccc2ccccc2n1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1CC[C@@H](OCc2ccncc2)C[C@H]1C(=O)NC(C)(C)C";"RXBWRFDZXRAEJT-SZNOJMITSA-N"
"CHEMBL3655698";"";"";"Small molecule";"";"609.80";"1";"1";"2.25";"183.83";"7";"5";"1";"12";"N";"0.18";"10.11";"11.85";"0.54";"-3.62";"2";"MOL";"-1";"43";"11";"7";"3";"609.3097";"-0.68";"BASE";"C31H43N7O4S";"CNC(=O)CCCC1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2cccc(C3CCC(N)=NC3)c2)CC1";"UOTOYBTZKXEHEV-GPNIZQGCSA-N"
"CHEMBL42583";"SAMPATRILAT";"SAMPATRILAT|UK-81,252|UK-81252";"Small molecule";"-1.0";"584.69";"6";"9";"0.32";"225.22";"8";"7";"2";"17";"N";"0.12";"3.54";"10.42";"-2.44";"-5.29";"1";"MOL";"0";"40";"13";"8";"3";"584.2516";"0.14";"ZWITTERION";"C26H40N4O9S";"CS(=O)(=O)N[C@@H](CCCCN)C(=O)NC[C@H](CC1(C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)O)CCCC1)C(=O)O";"LPUDGHQMOAHMMF-JBACZVJFSA-N"
"CHEMBL2111119";"LOMETRALINE";"LOMETRALINE";"Small molecule";"-1.0";"239.75";"1";"2";"3.29";"12.47";"2";"0";"0";"2";"N";"0.79";"None";"7.93";"3.35";"2.71";"1";"MOL";"0";"16";"2";"0";"0";"239.1077";"-0.21";"NEUTRAL";"C13H18ClNO";"COc1ccc(Cl)c2c1CCCC2N(C)C";"MTWNWMGGMZUIMZ-UHFFFAOYSA-N"
"CHEMBL348609";"";"";"Small molecule";"";"560.69";"2";"2";"6.54";"99.16";"8";"1";"2";"14";"N";"0.21";"8.26";"None";"4.77";"4.72";"2";"MOL";"-1";"40";"10";"1";"2";"560.3098";"0.01";"NEUTRAL";"C30H44N2O8";"CCCOc1cc([C@H]2CC[C@H](c3cc(OC)c(OC)c(OC)c3)O2)cc(N(CC)C(=O)N(O)CC)c1OCCC";"BWUAWUAJDLYDIQ-DNQXCXABSA-N"
"CHEMBL23811";"QUAZOLAST";"QUAZOLAST|Quazolast|RHC 3988|RHC-3988";"Small molecule";"-1.0";"262.65";"4";"26";"2.82";"65.22";"5";"0";"0";"1";"N";"0.63";"None";"None";"2.26";"2.46";"3";"MOL";"0";"18";"5";"0";"0";"262.0145";"-1.03";"NEUTRAL";"C12H7ClN2O3";"COC(=O)c1nc2cc(Cl)c3cccnc3c2o1";"ZCRBUWNCWCWRGL-UHFFFAOYSA-N"
"CHEMBL29835";"BESIPIRDINE";"BESIPIRDINE";"Small molecule";"-1.0";"251.33";"22";"59";"3.72";"21.06";"3";"0";"0";"4";"N";"0.70";"None";"11.23";"3.21";"-0.06";"3";"MOL";"0";"19";"3";"0";"0";"251.1422";"-0.93";"BASE";"C16H17N3";"CCCN(c1ccncc1)n1ccc2ccccc21";"OTPPJICEBWOCKD-UHFFFAOYSA-N"
"CHEMBL2104968";"FOSDEVIRINE";"FOSDEVIRINE|GSK 2248761A|GSK-2248761|GSK-2248761A|GSK2248761A|IDX-899|IDX899";"Small molecule";"-1.0";"413.80";"9";"33";"3.64";"108.97";"4";"2";"0";"5";"N";"0.49";"10.80";"None";"3.54";"3.54";"3";"MOL";"0";"28";"6";"3";"0";"413.0696";"-0.40";"NEUTRAL";"C20H17ClN3O3P";"CO[P@](=O)(c1cc(C)cc(/C=C/C#N)c1)c1c(C(N)=O)[nH]c2ccc(Cl)cc12";"CGBYTKOSZYQOPV-ASSBYYIWSA-N"
"CHEMBL590754";"FILAMINAST";"FILAMINAST|WAY-PDA-641";"Small molecule";"-1.0";"292.34";"3";"3";"2.84";"83.14";"5";"1";"0";"5";"N";"0.51";"13.29";"1.50";"2.39";"2.39";"1";"MOL";"0";"21";"6";"2";"0";"292.1423";"-0.15";"NEUTRAL";"C15H20N2O4";"COc1ccc(/C(C)=N/OC(N)=O)cc1OC1CCCC1";"STTRYQAGHGJXJJ-LICLKQGHSA-N"
"CHEMBL3644459";"";"";"Small molecule";"";"379.44";"1";"1";"1.68";"101.03";"5";"3";"0";"3";"N";"0.75";"10.47";"9.11";"0.43";"-1.11";"2";"MOL";"-1";"26";"6";"5";"0";"379.1278";"-0.79";"BASE";"C17H19F2N5OS";"NC(=O)c1[nH]nc2c1CN([C@H]1CSC(c3cc(F)ccc3F)[C@@H](N)C1)C2";"JGUOSTOTAWVMSA-MGQWVYKPSA-N"
"CHEMBL248183";"";"";"Small molecule";"";"454.45";"3";"4";"4.07";"128.23";"8";"3";"0";"9";"N";"0.38";"13.39";"10.22";"4.95";"2.34";"2";"MOL";"-1";"32";"9";"4";"0";"454.1940";"-1.33";"BASE";"C20H25F3N6O3";"NCC1CCC(CNc2nc(NCc3ccccc3OC(F)(F)F)ncc2[N+](=O)[O-])CC1";"HKOWATVSFKRXRW-UHFFFAOYSA-N"
"CHEMBL3644461";"";"";"Small molecule";"";"404.41";"1";"1";"3.60";"57.94";"4";"2";"0";"2";"N";"0.75";"9.87";"9.04";"2.16";"0.87";"2";"MOL";"-1";"27";"4";"3";"0";"404.1094";"-0.82";"BASE";"C17H17F5N4S";"N[C@H]1C[C@@H](N2Cc3nc(C(F)(F)F)[nH]c3C2)CSC1c1cc(F)ccc1F";"WETDRJKYGAIISS-SENKXPHVSA-N"
"CHEMBL466588";"";"";"Small molecule";"";"568.14";"5";"6";"3.77";"142.37";"5";"4";"1";"10";"N";"0.22";"9.81";"11.49";"2.92";"-1.53";"3";"MOL";"-1";"39";"8";"6";"2";"567.2071";"-0.98";"BASE";"C29H34ClN5O3S";"N=C(N)c1cccc(CC(NS(=O)(=O)c2cccc(-c3cccc(Cl)c3)c2)C(=O)N2CCC(CCN)CC2)c1";"FPYOOPDUUPDBNP-UHFFFAOYSA-N"
"CHEMBL3143750";"";"";"Small molecule";"";"591.75";"1";"1";"0.41";"188.95";"8";"6";"2";"16";"N";"0.15";"12.08";"8.09";"1.14";"0.37";"1";"MOL";"-1";"42";"12";"7";"3";"591.3632";"0.28";"NEUTRAL";"C30H49N5O7";"COC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](C)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@H](C)N)C(C)C)C(C)C";"HXXFUYMDUMTRPV-DQKLJIJWSA-N"
"CHEMBL2111075";"AMYLOSULFURIC ACID";"";"Small molecule";"-1.0";"168.21";"";"";"1.00";"63.60";"3";"1";"0";"5";"N";"0.49";"-1.54";"None";"1.30";"-1.07";"0";"MOL";"0";"10";"4";"1";"0";"168.0456";"1.08";"ACID";"C5H12O4S";"CCCCCOS(=O)(=O)O";"ZIRHAFGGEBQZKX-UHFFFAOYSA-N"
"CHEMBL3651712";"";"";"Small molecule";"";"445.97";"1";"1";"4.94";"60.69";"6";"1";"0";"8";"N";"0.50";"None";"None";"4.32";"4.32";"3";"MOL";"-1";"30";"5";"1";"0";"445.1115";"-1.04";"NEUTRAL";"C23H24ClNO4S";"COc1cc(-n2ccc(SCc3ccc(Cl)cc3)cc2=O)ccc1OCC(C)(C)O";"HWSUJLBBZVSJFM-UHFFFAOYSA-N"
"CHEMBL2104499";"TEMOCAPRIL HYDROCHLORIDE";"ACECOL|CS-622|TEMOCAPRIL HCL|TEMOCAPRIL HYDROCHLORIDE";"Small molecule";"-1.0";"513.08";"6";"15";"2.97";"95.94";"7";"2";"0";"10";"N";"0.51";"3.88";"5.14";"2.04";"0.22";"2";"MOL";"0";"32";"7";"2";"0";"476.1440";"-0.54";"ACID";"C23H29ClN2O5S2";"CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CS[C@H](c2cccs2)CN(CC(=O)O)C1=O.Cl";"XDDQNOKKZKHBIX-ASBZXGSUSA-N"
"CHEMBL235641";"";"";"Small molecule";"";"268.30";"227";"475";"2.51";"70.67";"4";"2";"0";"1";"N";"0.67";"11.07";"6.07";"1.52";"1.50";"3";"MOL";"-1";"19";"5";"2";"0";"268.0419";"-0.40";"NEUTRAL";"C13H8N4OS";"O=C1Nc2ccc3ncsc3c2/C1=C/c1c[nH]cn1";"VFBGXTUGODTSPK-BAQGIRSFSA-N"
"CHEMBL3137329";"PEFICITINIB HYDROBROMIDE";"ASP015K hydrobromide|PEFICITINIB HYDROBROMIDE";"Small molecule";"-1.0";"407.31";"";"";"2.01";"104.03";"4";"4";"0";"3";"N";"0.69";"13.85";"5.70";"1.06";"1.05";"2";"MOL";"0";"24";"6";"5";"0";"326.1743";"-0.26";"NEUTRAL";"C18H23BrN4O2";"Br.NC(=O)c1cnc2[nH]ccc2c1N[C@@H]1[C@@H]2CC3C[C@H]1C[C@@](O)(C3)C2";"ZUVPMAPXNYGJQC-NUHVQPJCSA-N"
"CHEMBL5095041";"ZETELETINIB ADIPATE";"BOS172738 HEMIADIPATE|BOS172738 adipate|DS-5010|DS5010|ZETELETINIB ADIPATE|ZETELETINIB HEMIADIPATE";"Small molecule";"1.0";"1147.10";"";"";"5.32";"99.37";"7";"1";"2";"7";"N";"0.37";"7.67";"4.40";"4.45";"4.28";"4";"MOL";"0";"36";"8";"1";"2";"500.1671";"-1.16";"NEUTRAL";"C56H56F6N8O12";"COc1cc2cc(-c3ccc(CC(=O)Nc4cc(C(C)(C)C(F)(F)F)no4)cn3)cnc2cc1OC.COc1cc2cc(-c3ccc(CC(=O)Nc4cc(C(C)(C)C(F)(F)F)no4)cn3)cnc2cc1OC.O=C(O)CCCCC(=O)O";"KIKHVJAFGVCFGH-UHFFFAOYSA-N"
"CHEMBL2108759";"RHO (D) IMMUNE GLOBULIN";"ANTI-D (RH) IMMUNOGLOBULIN|ANTI-D IMMUNOGLOBULIN|ANTI-D IMMUNOGLOBULINS|BayRho-D|Gamulin Rh|HUMAN ANTI-D IMMUNOGLOBULIN (IV)|HUMAN RHO(D) IMMUNE GLOBULIN|IGG, RHO (D)|IMMUNOGLOBULIN HUMAN ANTI-RH|MICRhoGAM|Mini-Gamulin Rh|RHO (D) IMMUNE GLOBULIN|RHO (D) IMMUNE GLOBULIN,HUMAN|RHO (D) IMMUNE HUMAN GLOBULIN|RHO D IMMUNE GLOBULIN HUMAN|RHO(D) IMMUNE GLOBULIN (HUMAN)|RHO(D) IMMUNE GLOBULIN HUMAN|RHO(D) IMMUNE GLOBULIN IM HUMAN|RHO(D) IMMUNE GLOBULIN, HUMAN|RhoGAM|WINRHO";"Unknown";"2.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1909071";"";"";"Unknown";"";"";"105";"264";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"-1";"";"";"";"";"";"";"";"";"";""
"CHEMBL185198";"CYNOOXIDE ANION";"Cynooxide Anion";"Small molecule";"";"43.02";"5";"5";"0.45";"27.42";"1";"0";"0";"0";"Y";"0.36";"1.12";"None";"-2.19";"-4.56";"0";"MOL";"-1";"3";"2";"0";"0";"43.0058";"0.17";"ACID";"CHNO";"C#[N+][O-]";"UXKUODQYLDZXDL-UHFFFAOYSA-N"
"CHEMBL2109039";"IMMUNE GLOBULIN INTRAVENOUS PENTETATE";"IMMUNE GLOBULIN INTRAVENOUS PENTETATE|Macroscint|RWJ 28299|RWJ-28299";"Unknown";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2108143";"TENDAMISTAT";"HOE-467A|TENDAMISTAT";"Unknown";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2108695";"STATOLON";"NSC-71901|STATOLON|VISTATOLON";"Unknown";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL5095491";"AUMOLERTINIB MESYLATE";"ALMONERTINIB MESYLATE|AUMOLERTINIB MESILATE|AUMOLERTINIB MESYLATE|Ameile|Amerol|HS-10296 mesylate";"Unknown";"-1.0";"621.76";"";"";"5.31";"87.55";"8";"2";"2";"11";"N";"0.26";"13.64";"8.87";"4.95";"3.47";"4";"MOL";"-1";"39";"9";"2";"2";"525.2852";"-1.02";"BASE";"C31H39N7O5S";"C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C4CC4)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C.CS(=O)(=O)O";"WTEXJDGTVUQRQY-UHFFFAOYSA-N"
"CHEMBL2108349";"TIPRELESTAT";"HUMAN ELAFIN|RECOMBINANT ELAFIN|TIPRELESTAT";"Protein";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL5095099";"EXARAFENIB";"EXARAFENIB";"Small molecule";"1.0";"521.58";"";"";"4.49";"89.96";"6";"3";"1";"7";"N";"0.50";"13.64";"7.97";"3.95";"3.30";"2";"MOL";"0";"37";"8";"3";"1";"521.2614";"-1.58";"NEUTRAL";"C26H34F3N5O3";"Cc1ccc(NC(=O)N2CC[C@@H](CC(F)(F)F)C2)cc1-c1cc(N[C@H](C)CO)nc(N2CCOCC2)c1";"GZMYLSJUNSCMTD-MOPGFXCFSA-N"
"CHEMBL5095399";"IVARMACITINIB SULFATE";"IVARMACITINIB SULFATE|SHR0302";"Small molecule";"-1.0";"512.57";"";"";"2.20";"112.16";"8";"2";"0";"4";"N";"0.67";"6.91";"6.27";"1.82";"1.64";"3";"MOL";"0";"29";"10";"2";"0";"414.1586";"-1.46";"NEUTRAL";"C18H24N8O6S2";"COc1nsc(NC(=O)N2C[C@H]3C[C@H](N(C)c4ncnc5[nH]ccc45)C[C@H]3C2)n1.O=S(=O)(O)O";"XVVWQCLRGHYWPI-OOWXMNGOSA-N"
"CHEMBL5095398";"IVARMACITINIB";"IVARMACITINIB|SHR0302 base";"Small molecule";"-1.0";"414.50";"";"";"2.20";"112.16";"8";"2";"0";"4";"N";"0.67";"6.91";"6.27";"1.82";"1.64";"3";"MOL";"0";"29";"10";"2";"0";"414.1586";"-1.46";"NEUTRAL";"C18H22N8O2S";"COc1nsc(NC(=O)N2C[C@H]3C[C@H](N(C)c4ncnc5[nH]ccc45)C[C@H]3C2)n1";"DNBCBAXDWNDRNO-GDNZZTSVSA-N"
"CHEMBL4297162";"MUPARFOSTAT SODIUM";"MUPARFOSTAT SODIUM|PI-88";"Oligosaccharide";"-1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4876058";"";"";"Unknown";"";"";"1";"4";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"-1";"";"";"";"";"";"";"";"";"";""
"CHEMBL3644457";"";"";"Small molecule";"";"428.50";"1";"1";"3.94";"47.08";"5";"1";"0";"4";"N";"0.59";"None";"9.10";"3.00";"1.31";"2";"MOL";"-1";"29";"4";"2";"0";"428.1658";"-0.70";"BASE";"C20H24F4N4S";"CC(C)(F)Cn1cc2c(n1)CN([C@H]1CSC(c3cc(F)cc(F)c3F)[C@@H](N)C1)C2";"IDLIQEJCGVBGJI-MSJIKYQXSA-N"
"CHEMBL4107258";"";"";"Small molecule";"";"568.70";"2";"2";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"-1";"None";"None";"None";"None";"569.0999";"None";"None";"C20H22N4O2ReS+4";"";""
"CHEMBL1084955";"";"";"Small molecule";"";"369.45";"18";"24";"5.00";"68.01";"5";"2";"0";"3";"N";"0.53";"13.80";"None";"5.00";"5.00";"4";"MOL";"-1";"25";"4";"3";"0";"369.0406";"-2.66";"NEUTRAL";"C18H12FN3OS2";"Nc1c(C(=O)Nc2cccc(F)c2)sc2nc(-c3cccs3)ccc12";"UCTSEHMMSSIODN-UHFFFAOYSA-N"
"CHEMBL3661414";"";"";"Small molecule";"";"150.18";"1";"2";"1.12";"32.76";"2";"1";"0";"2";"Y";"0.64";"None";"None";"1.11";"1.11";"1";"MOL";"-1";"11";"2";"1";"0";"150.0681";"1.62";"NEUTRAL";"C9H10O2";"OCC1OC1c1ccccc1";"PVALSANGMFRTQM-UHFFFAOYSA-N"
"CHEMBL1733";"QUINAPRILAT";"CI-928|NSC-759825|QUINAPRIL DIACID|QUINAPRIL RELATED COMPOUND B|QUINAPRILAT|Quinaprilat";"Small molecule";"-1.0";"410.47";"8";"33";"2.09";"106.94";"4";"3";"0";"8";"N";"0.62";"3.07";"7.80";"0.30";"-2.68";"2";"MOL";"0";"30";"7";"3";"0";"410.1842";"-0.20";"ACID";"C23H26N2O5";"C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O";"FLSLEGPOVLMJMN-YSSFQJQWSA-N"
"CHEMBL600689";"";"GNF-Pf-4706";"Small molecule";"";"301.39";"12";"19";"3.80";"51.32";"3";"1";"0";"6";"N";"0.83";"None";"None";"4.34";"4.34";"2";"MOL";"-1";"22";"4";"1";"0";"301.1678";"-0.89";"NEUTRAL";"C18H23NO3";"CCOC(=O)c1[nH]c(C)c(Cc2ccc(OCC)cc2)c1C";"AHTZIFIBNCSFEG-UHFFFAOYSA-N"
"CHEMBL378225";"";"";"Small molecule";"";"578.74";"13";"85";"3.03";"127.84";"6";"4";"1";"13";"N";"0.25";"13.81";"9.42";"2.40";"0.40";"3";"MOL";"-1";"41";"9";"4";"1";"578.2563";"-0.57";"BASE";"C31H38N4O5S";"C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1";"VPNIQGRFZCTBEZ-SPTGULJVSA-N"
"CHEMBL2397013";"";"";"Small molecule";"";"383.43";"1";"1";"3.57";"57.78";"2";"2";"0";"2";"N";"0.71";"11.22";"4.73";"2.69";"2.69";"3";"MOL";"-1";"22";"4";"2";"0";"287.1059";"-0.71";"NEUTRAL";"C19H17N3O4S";"CS(=O)(=O)O.O=C1Nc2ccc(-c3cccnc3)cc2/C1=C/c1ccc[nH]1";"ZUDPNBZMAJGYTE-HYMQDMCPSA-N"
"CHEMBL3666063";"";"";"Small molecule";"";"380.86";"1";"1";"4.85";"80.90";"5";"2";"0";"3";"N";"0.53";"13.96";"4.14";"4.46";"4.46";"4";"MOL";"-1";"26";"5";"3";"0";"380.0499";"-2.18";"NEUTRAL";"C19H13ClN4OS";"Nc1c(C(=O)Nc2cccc(Cl)c2)sc2nc(-c3ccncc3)ccc12";"KWJACDFDNBCEHS-UHFFFAOYSA-N"
"CHEMBL7679";"PONALRESTAT";"ICI 128,436|ICI-128436|PONALRESTAT|Ponalrestat";"Small molecule";"-1.0";"391.20";"19";"49";"2.97";"72.19";"4";"1";"0";"4";"N";"0.74";"3.67";"None";"3.59";"0.27";"3";"MOL";"0";"24";"5";"1";"0";"390.0015";"-1.60";"ACID";"C17H12BrFN2O3";"O=C(O)Cc1nn(Cc2ccc(Br)cc2F)c(=O)c2ccccc12";"LKBFFDOJUKLQNY-UHFFFAOYSA-N"
"CHEMBL259388";"";"";"Small molecule";"";"459.59";"95";"133";"5.34";"37.61";"5";"0";"1";"5";"N";"0.40";"None";"8.03";"5.17";"4.45";"4";"MOL";"-1";"33";"4";"0";"1";"459.1781";"-1.45";"NEUTRAL";"C27H26FN3OS";"Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccccc2)c2ccc(F)cc2)CC1";"MFVJXLPANKSLLD-UHFFFAOYSA-N"
"CHEMBL520358";"";"";"Small molecule";"";"358.45";"11";"29";"3.78";"87.05";"5";"2";"0";"3";"N";"0.70";"None";"7.29";"4.14";"3.89";"3";"MOL";"-1";"27";"5";"4";"0";"358.1794";"-0.49";"NEUTRAL";"C22H22N4O";"COc1cc(-c2ccccc2)cc(C(C)C#Cc2c(C)nc(N)nc2N)c1";"JPENSYBRTSIYGO-UHFFFAOYSA-N"
"CHEMBL1256946";"AMIPRILOSE HYDROCHLORIDE";"AMIPRILOSE HCL|AMIPRILOSE HYDROCHLORIDE|SM -1213 (FREE BASE)|Therafectin";"Small molecule";"-1.0";"341.83";"7";"10";"-0.45";"80.62";"7";"2";"0";"7";"N";"0.62";"13.32";"9.46";"-0.51";"-2.55";"0";"MOL";"0";"21";"7";"2";"0";"305.1838";"1.06";"BASE";"C14H28ClNO6";"CN(C)CCCO[C@@H]1[C@H]2OC(C)(C)O[C@H]2O[C@@H]1[C@H](O)CO.Cl";"RJNRORZRFGUAKL-ADMBVFOFSA-N"
"CHEMBL1598450";"AROFYLLINE";"AROFYLLINE|LAS 31025|LAS-31025";"Small molecule";"-1.0";"304.74";"9";"15";"1.94";"72.68";"5";"1";"0";"3";"N";"0.80";"7.53";"None";"2.37";"2.16";"3";"MOL";"0";"21";"6";"1";"0";"304.0727";"-1.46";"NEUTRAL";"C14H13ClN4O2";"CCCn1c(=O)c2[nH]cnc2n(-c2ccc(Cl)cc2)c1=O";"GVTLDPJNRVMCAL-UHFFFAOYSA-N"
"CHEMBL3545124";"VEROSUDIL HYDROCHLORIDE";"AR-12286|VEROSUDIL HYDROCHLORIDE";"Small molecule";"-1.0";"363.87";"";"";"2.83";"65.20";"4";"2";"0";"4";"N";"0.77";"12.39";"6.46";"2.17";"2.12";"3";"MOL";"0";"23";"5";"2";"0";"327.1041";"-1.67";"NEUTRAL";"C17H18ClN3O2S";"CN(C)C(C(=O)Nc1ccc2c(=O)[nH]ccc2c1)c1ccsc1.Cl";"FUBBJNODZIIYHW-UHFFFAOYSA-N"
"CHEMBL536151";"";"IMD-0354|TCMDC-125465";"Small molecule";"";"383.68";"334";"453";"5.34";"49.33";"2";"2";"1";"2";"N";"0.69";"7.39";"None";"5.12";"4.82";"2";"MOL";"-1";"25";"3";"2";"1";"383.0148";"-1.30";"NEUTRAL";"C15H8ClF6NO2";"O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(Cl)ccc1O";"CHILCFMQWMQVAL-UHFFFAOYSA-N"
"CHEMBL4297518";"MIRODENAFIL";"MIRODENAFIL|SK-3530 FREE BASE|SK3530 FREE BASE";"Small molecule";"1.0";"531.68";"2";"5";"2.45";"120.76";"8";"2";"1";"11";"N";"0.39";"7.68";"5.83";"2.44";"2.37";"3";"MOL";"0";"37";"10";"2";"1";"531.2515";"-1.35";"NEUTRAL";"C26H37N5O5S";"CCCOc1ccc(S(=O)(=O)N2CCN(CCO)CC2)cc1-c1nc2c(CCC)cn(CC)c2c(=O)[nH]1";"MIJFNYMSCFYZNY-UHFFFAOYSA-N"
"CHEMBL2106126";"DELAPRIL HYDROCHLORIDE";"ADECUT|DELAPRIL HCL|DELAPRIL HYDROCHLORIDE|REV 6000A|REV-6000A";"Small molecule";"-1.0";"489.01";"4";"14";"2.61";"95.94";"5";"2";"0";"11";"N";"0.51";"3.82";"5.21";"2.17";"0.50";"2";"MOL";"0";"33";"7";"2";"0";"452.2311";"-0.27";"ACID";"C26H33ClN2O5";"CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N(CC(=O)O)C1Cc2ccccc2C1.Cl";"FDJCVHVKXFIEPJ-JCNFZFLDSA-N"
"CHEMBL5095038";"ZIFTOMENIB";"KO 539|KO-539|KO539|ZIFTOMENIB";"Small molecule";"1.0";"717.89";"";"";"5.01";"122.42";"11";"2";"3";"10";"N";"0.23";"None";"8.76";"4.16";"2.71";"4";"MOL";"0";"49";"11";"2";"3";"717.2855";"-1.71";"BASE";"C33H42F3N9O2S2";"CNc1nc(NC2CCN(Cc3ccc4c(cc(C#N)n4C[C@H](C)N4CCN(S(C)(=O)=O)CC4)c3C)CC2)c2cc(CC(F)(F)F)sc2n1";"BGGALFIXXQOTPY-NRFANRHFSA-N"
"CHEMBL186537";"";"";"Small molecule";"";"43.03";"13";"21";"0.88";"60.25";"1";"1";"0";"0";"N";"0.24";"5.09";"None";"0.08";"-0.15";"0";"MOL";"-1";"3";"3";"1";"0";"43.0170";"0.80";"ACID";"HN3";"[N-]=[N+]=N";"JUINSXZKUKVTMD-UHFFFAOYSA-N"
"CHEMBL5095229";"BEZUCLASTINIB";"BEZUCLASTINIB|CGT9486|PLX-9486";"Small molecule";"3.0";"331.38";"";"";"3.82";"86.46";"3";"3";"0";"3";"N";"0.53";"12.85";"2.55";"3.28";"3.28";"4";"MOL";"0";"25";"6";"3";"0";"331.1433";"-1.50";"NEUTRAL";"C19H17N5O";"Cc1[nH]nc(C(=O)Nc2cnc3[nH]c(-c4ccccc4)cc3c2)c1C";"NVSHVYGIYPBTEZ-UHFFFAOYSA-N"
"CHEMBL3651710";"";"";"Small molecule";"";"421.37";"1";"1";"3.78";"69.92";"6";"1";"0";"7";"N";"0.63";"None";"None";"3.84";"3.84";"3";"MOL";"-1";"30";"6";"1";"0";"421.1137";"-0.75";"NEUTRAL";"C21H18F3NO5";"COc1cc(-n2ccc(-c3ccc(OC(F)(F)F)cc3)cc2=O)ccc1OCCO";"JCLKKRZMUZBICB-UHFFFAOYSA-N"
"CHEMBL288365";"";"SJA-6017";"Small molecule";"";"372.46";"12";"28";"1.86";"92.34";"4";"2";"0";"9";"N";"0.65";"9.72";"None";"2.44";"2.44";"1";"MOL";"-1";"25";"6";"2";"0";"372.1519";"-0.63";"NEUTRAL";"C17H25FN2O4S";"CC(C)C[C@@H](C=O)NC(=O)[C@@H](NS(=O)(=O)c1ccc(F)cc1)C(C)C";"WSJWUIDLGZAXID-HOCLYGCPSA-N"
